Año,Trimestre,Provincia,Accesos por cada 100 hab,z_score
2020,1,Chubut,15.715139739949185,0.019253759593863856
2020,1,Córdoba,21.64232669040361,0.6631398917304805
2020,1,Corrientes,10.198192297264285,-0.5800669602965443
2020,1,Entre Ríos,16.779387594256768,0.13486584341589786
2020,1,Formosa,7.693633209507935,-0.8521438961521631
2020,1,Jujuy,11.934505713694248,-0.391446601393188
2020,1,La Pampa,24.96348894596364,1.0239266083982783
2020,1,La Rioja,12.337423688670192,-0.3476765467881635
2020,1,Mendoza,9.248656325291032,-0.6832175862898018
2020,1,Misiones,10.627621055982175,-0.5334169685229776
2020,1,Neuquén,18.409872883598883,0.3119898105247229
2020,1,Río Negro,16.95263605430754,0.1536862858573437
2020,1,Salta,12.011697200976553,-0.3830610841831622
2020,1,San Juan,8.251277881190129,-0.7915654676737914
2020,1,San Luis,21.838769386372302,0.6844799859018096
2020,1,Santa Cruz,10.704172537298618,-0.5251009768685565
2020,1,Santa Fe,21.86132458787361,0.6869302176180753
2020,1,Santiago Del Estero,10.539212166838636,-0.5430210620251682
2020,1,Tierra Del Fuego,22.552553250860385,0.7620202314733656
2020,1,Tucumán,11.852464901793745,-0.4003589136744655
2019,4,Buenos Aires,21.135089381908887,0.6080373496017873
2019,4,Catamarca,9.268865071492511,-0.681022256273089
2019,4,Chaco,9.84506318966921,-0.6184283174015055
2019,4,Chubut,15.677171185926401,0.015129134270433414
2019,4,Córdoba,21.57949716642836,0.6563145529121551
2019,4,Corrientes,10.208283637368018,-0.5789707110974247
2019,4,Entre Ríos,17.339132629892976,0.19567244003435588
2019,4,Formosa,7.755476118924716,-0.8454257359056074
2019,4,Jujuy,11.60391510228381,-0.42735954152500316
2019,4,La Pampa,25.344921847620384,1.0653626821665567
2019,4,La Rioja,12.547563567459605,-0.3248484911029959
2019,4,Mendoza,9.390112733918839,-0.6678507992154862
2019,4,Misiones,10.837581902491847,-0.5106083615920156
2019,4,Neuquén,17.668184976921886,0.23141827440232304
2019,4,Río Negro,17.13387032217983,0.17337424790854145
2019,4,Salta,12.195492805546795,-0.36309487729283096
2019,4,San Juan,8.36915261267133,-0.7787604211037226
2019,4,San Luis,21.441352893267833,0.6413075719504129
2019,4,Santa Cruz,10.923427797723754,-0.5012826929565021
2019,4,Santa Fe,21.84835065573258,0.6855208247552013
2019,4,Santiago Del Estero,10.651974288337923,-0.5307714119178557
2019,4,Tierra Del Fuego,23.627546752616215,0.878799643647043
2019,4,Tucumán,11.803181280712074,-0.405712724921052
2019,3,Buenos Aires,22.761733615562225,0.7847440525832209
2019,3,Catamarca,7.855954765218487,-0.8345104724821281
2019,3,Chaco,9.580664387529255,-0.6471506646928117
2019,3,Chubut,14.580466548718958,-0.10400881647256663
2019,3,Córdoba,21.000781776953538,0.5934471561433876
2019,3,Corrientes,10.134028114178687,-0.5870372866948915
2019,3,Entre Ríos,17.311661825597923,0.19268821327179908
2019,3,Formosa,7.664177713890219,-0.8553437252282484
2019,3,Jujuy,11.334206981241007,-0.4566586542939654
2019,3,La Pampa,25.519002705641388,1.084273550220343
2019,3,La Rioja,12.762431790856121,-0.301506782727956
2019,3,Mendoza,11.368189016279217,-0.4529670951638443
2019,3,Misiones,10.713348334458951,-0.524104185542043
2019,3,Neuquén,19.092075679641724,0.3860993203729204
2019,3,Río Negro,19.508498591229387,0.43133645227318745
2019,3,Salta,10.771854623416075,-0.5177484912781085
2019,3,San Juan,9.440941485226007,-0.6623291363501032
2019,3,San Luis,24.390971166174673,0.9617324745048808
2019,3,Santa Cruz,10.601555192584216,-0.5362485728075069
2019,3,Santa Fe,21.656424746361633,0.6646714011627519
